Majority protein IDs,Gene names,Intensity 1_10_0_1,Intensity 2_10_0_2,Intensity 3_10_0_3,Intensity 4_10_001_1,Intensity 5_10_001_2,Intensity 6_10_001_3,Intensity 7_10_01_1,Intensity 8_10_01_2,Intensity 9_10_01_3,Intensity 10_10_1_1,Intensity 11_10_1_2,Intensity 12_10_1_3,Intensity 13_10_10_1,Intensity 14_10_10_2,Intensity 15_10_10_3,Intensity 16_10_100_1,Intensity 17_10_100_2,Intensity 18_10_100_3,Intensity 19_10_1000_1,Intensity 20_10_1000_2,Intensity 21_10_1000_3,Intensity 22_24_0_1,Intensity 23_24_0_2,Intensity 24_24_0_3,Intensity 25_24_001_1,Intensity 26_24_001_2,Intensity 27_24_001_3,Intensity 28_24_01_1,Intensity 29_24_01_2,Intensity 30_24_01_3,Intensity 31_24_1_1,Intensity 32_24_1_2,Intensity 33_24_1_3,Intensity 34_24_10_1,Intensity 35_24_10_2,Intensity 36_24_10_3,Intensity 37_24_100_1,Intensity 38_24_100_2,Intensity 39_24_100_3,Intensity 40_24_1000_1,Intensity 41_24_1000_2,Intensity 42_24_1000_3
Q14CX7,NAA25,1841800000,1539400000,1355200000,1406300000,957240000,987630000,868560000,895110000,1234300000,1290300000,923010000,866400000,739560000,871370000,839600000,773510000,990040000,1603400000,1395000000,1146900000,1633900000,1592800000,1701400000,1903600000,1473200000,1119600000,1430800000,1386000000,1420300000,1312900000,1196400000,1556800000,1623400000,890170000,1839400000,1792200000,1337400000,1626100000,1860800000,1874600000,1438900000,1601200000
Q14CZ7,FASTKD3,62467000,64266000,69529000,32599000,33204000,38414000,43349000,41483000,25761000,26173000,17854000,21625000,22559000,28894000,31523000,44379000,35920000,35158000,41047000,28792000,25137000,27540000,18397000,41072000,21824000,39085000,21810000,23797000,10303000,18388000,16596000,0,5739500,21265000,31232000,71533000,9793400,39748000,54040000,45363000,18370000,22999000
Q14CZ8,HEPACAM,349370000,271360000,230070000,222800000,247990000,226810000,239350000,250790000,265640000,220690000,221540000,235910000,233990000,210400000,241020000,213750000,224820000,333600000,284860000,237690000,260390000,289470000,260720000,243280000,320900000,307670000,145730000,345080000,291820000,181890000,161780000,351700000,273640000,209330000,307410000,288200000,144890000,270290000,229070000,256060000,261220000,290950000
Q15003,NCAPH,1421100000,945020000,1151300000,1192500000,788500000,919730000,910290000,899170000,922310000,750390000,820380000,869610000,713810000,801070000,830200000,755270000,639310000,1356800000,1260900000,887560000,1408300000,741530000,1074100000,584990000,631550000,687410000,896410000,825150000,701890000,705280000,699290000,941020000,1098400000,324640000,1105300000,1103400000,748490000,1000700000,1031500000,937650000,959800000,1132200000
Q15004,KIAA0101,194760000,170260000,168800000,147660000,161110000,151760000,149000000,128470000,141060000,59528000,104120000,60349000,89851000,98084000,117100000,62294000,110650000,144960000,126640000,57491000,191340000,104850000,143340000,101240000,103070000,135700000,97705000,129150000,108740000,135790000,149120000,138740000,50827000,98038000,128350000,139580000,139690000,142420000,68195000,53335000,69756000,90910000
Q15005,SPCS2,4871800000,4821900000,4755500000,4943900000,3824400000,3795100000,3991400000,3611800000,3730900000,3801500000,3576100000,3351200000,2649100000,3248000000,3491500000,3320900000,2769100000,4062700000,2827300000,2093400000,3874200000,5181200000,5157400000,3986500000,3801700000,3635800000,2756700000,3503300000,3359500000,2058300000,2118500000,2946300000,2633200000,2673000000,3893900000,4825400000,2196400000,3768700000,2574000000,2977800000,4113800000,2778400000
Q15006,EMC2,664630000,520310000,719170000,634670000,467960000,646830000,603360000,448080000,476920000,634370000,501430000,409270000,408810000,434370000,467180000,366640000,416020000,634990000,598880000,146030000,650350000,702300000,831790000,694780000,603600000,533740000,660340000,727330000,639490000,482670000,425700000,797010000,881780000,392980000,820330000,826320000,708000000,733770000,918280000,859990000,639850000,986890000
Q15007,WTAP,588190000,475400000,367250000,253240000,279810000,295870000,356640000,296190000,325640000,361730000,349950000,262130000,276900000,321970000,383050000,318320000,405460000,393100000,375670000,233820000,553240000,373850000,313340000,385210000,296830000,331520000,470860000,457940000,417640000,359720000,361070000,398690000,549450000,318730000,384260000,416190000,416400000,450180000,591120000,699730000,343450000,372950000
Q15008,PSMD6,7443800000,5917900000,5211900000,5330700000,4855600000,5019400000,5792800000,4428900000,4917900000,5205400000,4630600000,4370200000,4744600000,3973000000,4941000000,4345800000,4782200000,6722900000,6572500000,1946000000,6674900000,5259100000,5738400000,5383400000,6981400000,5864800000,6014800000,6928500000,5970200000,3520000000,3520300000,7661700000,4493000000,3007600000,6942700000,6478600000,3670200000,6627900000,7732500000,5306300000,6637400000,7625600000
Q15011,HERPUD1,198340000,134180000,196370000,158080000,138350000,127680000,96521000,101310000,134200000,142500000,65843000,63936000,86947000,123640000,85139000,88552000,119850000,158330000,47576000,17510000,112600000,302750000,272450000,156390000,218920000,121070000,43984000,110530000,173810000,78825000,98585000,182270000,85080000,74690000,96834000,191990000,93552000,233290000,102210000,83573000,173800000,205460000
Q15013,MAD2L1BP,32181000,55751000,56530000,19721000,17323000,20811000,23970000,28414000,28008000,15890000,21317000,31190000,18854000,16359000,31713000,37901000,19289000,58422000,38510000,21112000,45639000,19806000,50398000,47446000,48641000,40378000,40192000,69243000,93163000,38056000,37479000,103650000,40277000,105170000,85273000,74186000,33499000,23607000,43111000,74987000,75727000,42794000
Q15014,MORF4L2,207620000,98257000,89735000,81543000,122530000,177890000,175310000,185300000,191410000,121500000,117100000,155130000,149960000,101390000,153290000,123780000,107980000,48603000,143200000,54416000,197340000,84571000,90853000,79197000,104930000,40095000,153040000,75411000,59946000,33225000,12627000,193640000,113970000,79010000,164440000,168540000,0,155700000,20069000,190440000,137730000,154340000
Q15018,FAM175B,579940000,412690000,459520000,384380000,418980000,507300000,420890000,403250000,412840000,300270000,321490000,329620000,205230000,217780000,358990000,329430000,311110000,373920000,419350000,153310000,376380000,432770000,437300000,478190000,333330000,349930000,392260000,411800000,611150000,296820000,289180000,466110000,225260000,398940000,382340000,472070000,222800000,515490000,384130000,398430000,609810000,422640000
Q15019,SEPTIN2,8730300000,6831000000,5921400000,5557300000,6240700000,5617100000,5399900000,6295100000,6167500000,6346200000,5106200000,5650400000,5495600000,5477900000,5810900000,5664600000,5595100000,8615200000,6185400000,6875300000,7705700000,9248600000,9463300000,8815500000,8542700000,6351400000,7838600000,8134500000,8034900000,6906300000,6496100000,8714400000,9138500000,6102500000,8465800000,8834400000,8510600000,7936400000,7993200000,9070800000,7780200000,7497100000
Q15020,SART3,3555200000,3390100000,2505100000,2385200000,2679900000,2729200000,2502000000,2676100000,2594300000,2545900000,2279800000,2491500000,2348100000,2059400000,2191500000,2256000000,2336700000,3880200000,3532200000,3135600000,3891200000,3643200000,3932400000,3979200000,3250700000,3568700000,3337800000,3410600000,3744000000,2907900000,2936100000,4407500000,3633100000,2778000000,3796200000,3770000000,3680800000,3229500000,4244200000,3909500000,3637400000,4272900000
Q15021,NCAPD2,3695400000,2879000000,2563300000,2415300000,1940500000,2331600000,1979000000,2218300000,2152500000,1965800000,1867700000,1859700000,1625900000,1727700000,1774900000,2005400000,1862400000,3289400000,2728400000,1895800000,2920900000,2461200000,2390300000,2480200000,2156100000,1909300000,1579500000,2330800000,1934100000,1869000000,1766900000,1895000000,1637300000,1190500000,2416000000,2572500000,2129700000,2853900000,2597100000,2578200000,1901700000,1712700000
Q15022,SUZ12,432370000,442590000,425690000,465600000,327520000,343680000,299450000,378250000,344200000,304620000,327190000,330350000,292240000,232100000,273030000,322350000,299000000,436790000,490160000,268730000,460370000,424750000,372990000,294070000,289380000,278970000,344600000,317840000,388100000,331890000,421480000,401330000,438120000,282230000,386980000,352970000,379460000,311330000,435320000,353880000,282370000,385880000
Q15024,EXOSC7,1361300000,1303500000,1513300000,1254200000,994630000,1010400000,1171200000,1034600000,952500000,1006600000,984950000,1082600000,963410000,1041000000,1014400000,1095700000,1200000000,1459700000,1029500000,739350000,1530800000,1016700000,1104200000,1261500000,957070000,1313700000,1300000000,1405400000,811510000,677610000,835400000,1551100000,1496600000,519840000,1304400000,1365400000,1158200000,1270500000,1193400000,1093800000,1323800000,1328600000
Q15025,TNIP1,223380000,879150000,906770000,1171600000,1130900000,785720000,925940000,1044800000,1100600000,778830000,861530000,1014200000,895320000,781530000,1033600000,973040000,118500000,158590000,977450000,1242900000,1413400000,95889000,124900000,154400000,156750000,88279000,1355600000,81107000,91066000,43853000,28817000,177660000,142720000,42024000,143580000,151370000,61382000,1539300000,42090000,60259000,1531800000,1627500000
Q15029,EFTUD2,16324000000,14311000000,13089000000,12963000000,12391000000,10921000000,10523000000,11834000000,12180000000,10036000000,9565600000,9805500000,8643700000,7978000000,9185100000,8531100000,9010900000,18339000000,14737000000,11033000000,14064000000,14004000000,12983000000,14866000000,12751000000,12549000000,12838000000,14978000000,11579000000,11914000000,12717000000,16601000000,14729000000,7731800000,15239000000,13976000000,13801000000,15782000000,16127000000,17627000000,13630000000,15142000000
Q15031,LARS2,2010700000,1491800000,1387000000,1204300000,1311700000,1518200000,1190500000,1261600000,1344500000,914040000,1035500000,1084100000,914620000,999500000,1161800000,1053100000,1106200000,2002700000,1611500000,919770000,1863100000,1752200000,1616000000,1569900000,1544500000,1380100000,1317600000,1463500000,1116900000,1368200000,1052300000,2386800000,1771500000,850320000,1817800000,1958700000,1839500000,1816500000,1957800000,1881300000,1683900000,2114200000
Q15032,R3HDM1,80472000,58545000,55760000,75658000,54397000,57252000,40843000,40657000,53371000,66127000,57396000,51231000,38744000,35208000,44695000,55509000,35275000,98220000,89493000,88184000,59375000,78994000,79555000,75609000,50536000,67553000,67243000,95670000,90961000,41337000,53594000,100920000,42440000,70421000,48644000,68603000,41586000,76634000,72635000,18926000,57016000,44899000
Q15035,TRAM2,35620000,39959000,25717000,13850000,20039000,23213000,12236000,20761000,16439000,21168000,17522000,14343000,27002000,27102000,22792000,12652000,18817000,26545000,30007000,19638000,18642000,23133000,30927000,26796000,36523000,47908000,35680000,33215000,25505000,38275000,40677000,29826000,31151000,0,25005000,32230000,35023000,30663000,53080000,32303000,19255000,31798000
Q15036,SNX17,661230000,563210000,529890000,481250000,202230000,345520000,280120000,297580000,253750000,213710000,197920000,189010000,165030000,214860000,213950000,162690000,213520000,735700000,361500000,426020000,360490000,455740000,828380000,938710000,316850000,532490000,449610000,441420000,443380000,366660000,294050000,872550000,454330000,419430000,437840000,455700000,857450000,508030000,396660000,330520000,114600000,235140000
Q15040,JOSD1,0,0,0,0,0,0,0,112490000,0,0,0,0,0,0,0,0,0,9223400,0,0,0,20358000,0,12315000,4996900,0,0,0,0,0,0,10765000,6862600,0,12204000,8661200,10705000,9565500,16844000,0,0,0
Q15041,ARL6IP1,2060100000,1703600000,2160000000,1860700000,1435900000,1091900000,1362700000,1153100000,1382600000,1488000000,1283000000,1012800000,1392100000,1333600000,1276900000,1303600000,1406900000,2156100000,2484700000,63850000,1078100000,1418700000,1582600000,2020800000,1547500000,976150000,1360400000,928780000,573560000,1242800000,1486100000,2150100000,2322000000,1715100000,1740600000,1152700000,2416300000,1845700000,2300100000,2198900000,522510000,2173200000
Q15042,RAB3GAP1,1317000000,1351100000,1058400000,996750000,930760000,1029600000,1030800000,779430000,904690000,970800000,937410000,762660000,834040000,670850000,1000400000,880760000,841140000,1054800000,1057000000,458700000,1015700000,1840300000,1756800000,1625800000,1369300000,1240500000,1342900000,1340600000,1259100000,1056400000,927900000,1681800000,1486400000,1305900000,1648200000,1590600000,1262300000,1426600000,2067300000,1575400000,1519300000,1271400000
Q15043,SLC39A14,3262700000,1884100000,1440800000,1626900000,2072200000,1830300000,1732200000,1962100000,1719500000,990350000,1203700000,1979500000,1117400000,948020000,969950000,1654600000,1812100000,2751600000,2140200000,2192200000,2748300000,4037200000,4206100000,4356300000,3698000000,3549900000,3003000000,3615300000,2832900000,1816000000,3281500000,4072700000,4660900000,1920600000,4035300000,3916700000,3146700000,3866800000,4336200000,3420500000,3124200000,3141900000
Q15046,KARS,9021600000,8045000000,7393100000,7319800000,7144400000,7286100000,6515600000,7021000000,6936400000,6266900000,6053800000,6356700000,5615400000,5206200000,6127200000,5614900000,5992000000,8502700000,6325200000,6520600000,9035900000,10303000000,9805400000,8544700000,8917700000,7515600000,6861300000,9174700000,8811900000,7226200000,6651100000,9762200000,8506700000,6214200000,9071900000,10536000000,8396500000,8509300000,7706300000,8127700000,8290100000,8606500000
Q15047,SETDB1,148400000,106540000,51860000,64266000,35288000,87757000,83492000,51830000,55972000,51694000,52198000,50432000,74130000,71467000,37268000,58963000,46626000,101120000,126510000,37114000,113380000,100770000,85219000,90321000,7530400,83288000,54204000,41856000,69137000,84557000,40049000,196580000,38980000,112290000,155390000,113300000,62535000,74602000,149510000,68087000,66614000,101480000
Q15048,LRRC14,7738600,6936400,5903700,9430000,12394000,13688000,15524000,13426000,12658000,5935900,5286300,4740800,2876700,6020900,0,7259400,4577800,6644300,26046000,0,16139000,7003000,12355000,0,7069900,8362800,19314000,0,0,16370000,25091000,10809000,18288000,11810000,7217700,0,17114000,11177000,14616000,28844000,14257000,17198000
Q15050,RRS1,2602800000,2516700000,2011100000,1833700000,1690200000,1416100000,1396700000,1505000000,1644400000,1431300000,1317400000,1612000000,1523600000,1155600000,1609100000,1401100000,1436600000,2395100000,1720700000,1372800000,1865700000,2277900000,2152200000,2065900000,2112200000,1228500000,1944000000,2105500000,2017200000,1659100000,1614800000,1693500000,2112300000,1587900000,2234700000,1818400000,1687400000,2100800000,1886400000,2103400000,1548200000,1912600000
Q15051,IQCB1,0,0,55561000,59906000,43962000,58116000,60084000,52602000,65701000,46643000,37977000,39796000,45067000,41643000,88773000,54030000,52015000,35255000,87971000,58108000,75755000,20581000,20274000,161460000,59173000,65982000,62661000,30739000,49190000,15440000,16786000,35227000,9742500,46073000,11793000,41646000,81273000,306240000,121690000,114120000,49001000,46344000
Q15054,POLD3,140590000,90044000,61552000,101310000,120660000,120900000,76940000,99875000,105800000,65557000,62761000,127340000,77902000,70683000,97158000,79494000,47012000,6533500,52503000,9921700,106130000,83891000,48833000,96840000,24520000,63147000,0,69736000,0,71655000,55613000,88261000,95173000,28099000,0,78119000,77018000,28278000,131570000,71832000,7873000,16126000
Q15056,EIF4H,1907200000,1643500000,2095100000,1633500000,2106700000,2018300000,1853100000,2006100000,2016300000,1252500000,1123200000,2161800000,1285700000,1309200000,1840400000,1499200000,1541200000,2104700000,1224600000,1209400000,2839100000,1474600000,1615900000,1405900000,1593600000,1413300000,1359600000,1262000000,1832200000,1465400000,1467200000,1529700000,1748900000,760840000,1185100000,1530700000,1834000000,2458400000,2789500000,2220100000,1872900000,2456600000
Q15057,ACAP2,209740000,198360000,180660000,186570000,144610000,165250000,155430000,121850000,173530000,144260000,137820000,137170000,134500000,109920000,148950000,104620000,118790000,220110000,285870000,81025000,341060000,219310000,258490000,210790000,139350000,200910000,208100000,214850000,187090000,166770000,152190000,231620000,245290000,204780000,288240000,220340000,244590000,250410000,336770000,202870000,230820000,271210000
